EphAW4o9-HQ	ASIAN KUNG-FU GENERATION	Opera Glasses[NLBP]
Jn84xngr3Zc	ASIAN KUNG-FU GENERATION	Planet of the Apes[NLBP]
dJn9wLhJe1A	ASIAN KUNG-FU GENERATION	Prisoner in a Frame[NLBP]
UfkZFwexZ6o	ASIAN KUNG-FU GENERATION	Rainbow Flag[NLBP]
-AbZTFS3DAw	ASIAN KUNG-FU GENERATION	Re:Re: (Single ver.)[NLBP]
vyM4h4iVeFo	ASIAN KUNG-FU GENERATION	Re:Re:[SCALE 1.04][NLBP]
ZmeudwRMrsU	ASIAN KUNG-FU GENERATION	Rewrite[NLBP]
IkyiAMO8U3I	ASIAN KUNG-FU GENERATION	Right Now (Short Version)[NLBP]
rDTFSD9K9dA	ASIAN KUNG-FU GENERATION	Rock'n Roll, Morning Light Falls on You[NLBP]
CVmLs1NtBnI	ASIAN KUNG-FU GENERATION	Rolling Stone[NLBP]
pqBaR-cFRco	ASIAN KUNG-FU GENERATION	Signal on the Street[NLBP]
X8YKWrN-kJA	ASIAN KUNG-FU GENERATION	Sleep (Short Version)[NLBP]
xZD1B1TskXs	ASIAN KUNG-FU GENERATION	Soranin[NLBP]
gWKZ9E9piXI	ASIAN KUNG-FU GENERATION	Soredewa, Mata Ashita (Well Then, See You Again Tomorrow)[NLBP]
tVeOTxoX4R4	ASIAN KUNG-FU GENERATION	Standard[NLBP]
saDaTwK9Mz4	ASIAN KUNG-FU GENERATION	The Survivor's March[NLBP]
oKO-KREPjUM	ASIAN KUNG-FU GENERATION	To Your Town[NLBP 250]
LEdhbnbY3z8	ASIAN KUNG-FU GENERATION	UCLA[NLBP]
-kyifbl3QSc	ASIAN KUNG-FU GENERATION	Winner and Loser[NLBP]
AriD_U5-lZ8	ASIAN KUNG-FU GENERATION	Wonder Future[NLBP]
A5egJFoAFZs	ASIAN KUNG-FU GENERATION	World World World[NLBP]
jlqTeCQehOs	BOOM BOOM SATELLITES	A HUNDRED SUNS[NLBP]
4ufdfaQ4ocE	BOOM BOOM SATELLITES	Another Perfect Day[NLBP]
N8BgpXJ6YLY	BOOM BOOM SATELLITES	ANOTHER PERFECT DAY[NLBP]
SpT5PXTgQHo	BOOM BOOM SATELLITES	BACK ON MY FEET[NLBP]
ZtVNg6TFyq0	BOOM BOOM SATELLITES	BLINK[SCALE 1.33][NLBP]
oqSIIYFTRpE	BOOM BOOM SATELLITES	Broken Mirror[NLBP]
ByovzaAf9dM	BOOM BOOM SATELLITES	Disconnected[NLBP]
d0KrE0F9n_I	BOOM BOOM SATELLITES	DIVE FOR YOU[SCALE 1.19][NLBP]
-idaWb77ygY	BOOM BOOM SATELLITES	DRAIN[NLBP]
EygDjTMWvXo	BOOM BOOM SATELLITES	Drifter[NLBP]
6wHJth6CgSw	BOOM BOOM SATELLITES	Embrace[NLBP]
3GFc8PwHIIU	BOOM BOOM SATELLITES	Flutter[NLBP]
e6hLINW-vxQ	BOOM BOOM SATELLITES	GIRL[NLBP]
hOuoWjJtX00	BOOM BOOM SATELLITES	INTERGALACTIC[SCALE 1.19][NLBP]
Wbb2MsD56JY	BOOM BOOM SATELLITES	JOYRIDE[SCALE 1.19][NLBP]
56KV6q9CH_4	BOOM BOOM SATELLITES	KICK IT OUT[NLBP]
Krem4GHmmxg	BOOM BOOM SATELLITES	LAY YOUR HANDS ON ME (Short version)[NLBP]
5X9mrJVHbJU	BOOM BOOM SATELLITES	LAY YOUR HANDS ON ME[NLBP]
G4Kj4l0xIGU	BOOM BOOM SATELLITES	MOMENT I COUNT[NLBP]
mMY4ATeviCM	BOOM BOOM SATELLITES	NINE[NLBP]
Q30vHwINt_4	BOOM BOOM SATELLITES	ONENESS[NLBP]
E5y3-9xqmwo	BOOM BOOM SATELLITES	ONLY BLOOD[NLBP]
LDmpnXssW0Y	BOOM BOOM SATELLITES	PILL[SCALE 1.19][NLBP]
Yp0_q4Tb7c8	BOOM BOOM SATELLITES	PUSH EJECT[NLBP]
VObVB69daOA	BOOM BOOM SATELLITES	Shut Up and Explode[NLBP]
_hjcbqndlfY	BOOM BOOM SATELLITES	Snow[NLBP]
jmk9W8DQqZE	BOOM BOOM SATELLITES	SOLILOQUY[NLBP]
4QVOMarlD6w	BOOM BOOM SATELLITES	SPINE[SCALE 1.19][NLBP]
kggYoiwRScM	BOOM BOOM SATELLITES	Stars and Clouds[NLBP]
IWkU1kT_vkw	BOOM BOOM SATELLITES	WHAT GOES ROUND COMES AROUND[SCALE 1.19][NLBP]
LZ6-PfPx0EM	CAPSULE	Another World[NLBP]
q7dvB3shNgk	CAPSULE	Candy Cutie[NLTP 250]
A2sFSiaS65E	CAPSULE	Control[NLBP]
ZRf-GSen3to	CAPSULE	Cosmic Tone Cooking[NLBP]
LsgmVWUPChs	CAPSULE	e.d.i.t.[NLBP]
eTVVyqoUpK8	CAPSULE	Feelin' Alright[NLTP]
Sms0CTBm8zY	CAPSULE	Glider[NLBP]
uzAjefDUpj0	CAPSULE	Hanabi[NLBP]
PqdcAoMylWI	CAPSULE	I'm Feeling You[NLBP]
GGuE-Se1Rx0	CAPSULE	Idol Fancy[SCALE 1.33][NLBP]
iWYrfIVLcpI	CAPSULE	Jelly[NLBP 250]
viycVSrrCXk	CAPSULE	Jumper[NLBP]
GKML3z0VZb4	CAPSULE	Love or Lies[NLBP 250]
MxXzLphD6dk	CAPSULE	Music Controller[SCALE 1.33][NLBP]
NmpZoTBh6Xk	CAPSULE	MUSiXXX[NLBP]
FnwSbVM6E7k	CAPSULE	Plastic Girl[SCALE 1.33][NLBP]
CYXJOhL958g	CAPSULE	Portable Airport[NLBP]
twpRI67QHLU	CAPSULE	Prime Time[NLBP]
0R446pAo29s	CAPSULE	Retro Memory[NLBP 250]
UqTdgyHetz8	CAPSULE	Sakura[NLBP 200]
obzjOijoVyA	CAPSULE	Soratobu Toshikeikaku[NLBP 425]
4DllmtTT7Q0	CAPSULE	Space Station N°9[NLBP]
vW9DUn4ZIOU	CAPSULE	Starry Sky[NLBP]
Xi12ciJNBmA	CAPSULE	Stay With You[NLBP]
mvirM9odOJo	CAPSULE	Step On The Floor[NLBP]
x6UurRhIgD0	CAPSULE	Sugarless GiRL[NLBP]
lhYZXmtLAJA	CAPSULE	Tokyo Kissa[NLBP]
W4h8m74pyC8	CAPSULE	World Of Fantasy[NLBP]
eb_lznby0bk	amazarashi	Christmas[NLBP]
BZE9C2iAi0A	amazarashi	Ending Theme[NLBP]
reT9WOAgK_w	amazarashi	Hero[NLBP]
Fv7ldgocZRs	amazarashi	Jigyaku-ka no arī[NLBP]
Upvuj6GhAa4	amazarashi	Kisetsuhatsugitsugishindeiku[NLBP]
fodRoRdDSug	amazarashi	Monday[NLBP]
XHNZbhb-yTw	amazarashi	seizensetsu[NLBP]
-j4LVcY7_zc	amazarashi	Sora Ni Utaeba[NLBP]
hLbnv6TI30Q	amazarashi	Tarareba[NLBP]
KWLYf5DVW8U	Charisma.com	Kongara Girl[NLBP]
4ZdZJMb2-Lo	Charisma.com	Otubone Rock[NLBP]
9dfKJ503-Fc	GARNiDELiA	Aikotoba[NLBP]
K42ED-7PWAo	GARNiDELiA	ambiguous[NLBP]
74q5yvpZAos	GARNiDELiA	Blazing[NLBP]
9Omg-kRwcw8	GARNiDELiA	Cry[NLBP]
JQAl_bQVOBs	GARNiDELiA	Désir[NLBP]
YqZfJRu-_zY	GARNiDELiA	Error[NLBP]
BEULybZnLO8	GARNiDELiA	Gokuraku Jodo[NLBP]
hUf1NoPK-8Q	GARNiDELiA	Grilletto[NLBP]
nziMTeijTZw	GARNiDELiA	Mirai[NLBP]
wyZOIg7ckzQ	GARNiDELiA	Pride[NLBP]
GQlky845kk8	GARNiDELiA	Speed Star[NLBP]
VaUvLnruYzQ	GARNiDELiA	Yakusoku[NLBP]
wNNnMGMiQ94	HALCALI	Endless Night[SCALE 1.33][NLBP]
RR5buVd6w0M	HALCALI	It's PARTY TIME[NLBP 250]
ux7i6XNztRI	HALCALI	LIghts, Camera, Action![NLBP]
DXq_5eukLF8	HALCALI	Long Kiss Goodbye[SCALE 1.33][NLBP]
uM2cyQUIw9Q	HALCALI	Look[NLBP 250]
gh91p8qQWNI	HALCALI	Roman Hikou[SCALE 1.33][NLBP]
TekJBDqA55Y	HALCALI	Yes[NLBP]
sQbAzXHyOfk	Aural Vampire	Cannibal coast[SCALE 1.33][NLBP]
BlKnHOs8RWE	Aural Vampire	Carpe Noctem[NLBP]
px0MwxZ_iEU	Aural Vampire	Freeeeze!![NLBP 250]
IXplD4VwkLo	Aural Vampire	Vampire Ecstasy[NLBP 250]
B-A2eYlbrwQ	DECO*27 feat. GUMI	Yowamushi Mont Blanc[NLBP 250]
mcczsWj6ofE	Genki Rockets	Breeze[SCALE 1.33][NLBP]
n-rpz6ONidM	Genki Rockets	Curiosity[NLBP]
liMZLfqBgRE	Genki Rockets	Flow[NLBP]
aW8uGXlyF9U	Genki Rockets	Heavenly Star [NLJMO][NLBP]
EGTmWCU-BFA	Genki Rockets	Make believe[NLBP]
OvGHZ_nctm0	Genki Rockets	Revive[NLBP]
NFgVvMK4EfU	Genki Rockets	Star Line[NLBP]
5hHTPgA9X1Q	Genki Rockets	Star Surfer[NLBP]
-aeq8h2D7B0	Genki Rockets	Touch me[NLTP]
BWV_UkEcBmI	Genki Rockets	Wonderland[NLBP]
4cT5w2O6Eqg	i-dep	believe [NLIN][SCALE 1.33][NLBP]
HJb0394et0Y	Jean Jacques Perrey	Mary France[NLBP]
S8dmq5YIUoc	Kizuna AI feat. Nakata Yasutaka	AIAIAI[NLBP]
UoK8DaJRDaM	KYARY PAMYU PAMYU	CANDY CANDY[NLBP]
2bJ49dOSP9o	KYARY PAMYU PAMYU	Crazy Party Night-Pumpkins Strike Back[NLBP]
6OSiE4I-tRY	KYARY PAMYU PAMYU	Easta[NLBP]
paHGjIe2Wms	KYARY PAMYU PAMYU	Family Party[NLBP]
GivkxpAVVC4	KYARY PAMYU PAMYU	Fashion Monster[NLBP]
9Y6H-YjsE9Q	KYARY PAMYU PAMYU	furisodeshon[NLBP]
mAGyQ5Rmz7o	KYARY PAMYU PAMYU	HARAJUKU IYAHOI[NLBP]
TWxrIblJHO0	KYARY PAMYU PAMYU	Kimino Mikata[NLBP]
eryOLPafXNc	KYARY PAMYU PAMYU	Kira Kira Killer[NLTP]
teMdjJ3w9iM	KYARY PAMYU PAMYU	ninja ri bang bang[NLBP]
yzC4hFK5P3g	KYARY PAMYU PAMYU	PONPONPON[NLBP]
eDh2Lg3RmAM	KYARY PAMYU PAMYU	Ring a Bell[NLBP]
NLy4cvRx7Vc	KYARY PAMYU PAMYU	Tsukematsukeru[NLBP]
nwWm3om-gSw	KYARY PAMYU PAMYU	Yume no Hajima Ring Ring[NLBP]
ry5_DxAX40A	spoon+	Aimai Beibi[NLBP]
nmxdV2WC_l4	spoon+	Chameleon[NLBP]
SWI5Lw3FiYc	spoon+	Hotto Miruku[NLBP]
NahUCKYoZ1A	spoon+	Ichigo on short cake[NLBP]
DvKxgCWXKbg	spoon+	Jōtōna memai[NLBP]
xlY3-5Lpv4E	spoon+	Kanfūgāru[NLBP]
RbjMlbEkC1c	spoon+	Kurōzetto jikan[NLBP]
xhmCwChhU80	spoon+	merry marie[NLBP]
zcyn6fx1_cs	spoon+	Night diver[NLBP]
h0z0sPH-NRc	spoon+	Poppidu (shortVer.)[NLBP]
9N8vl4yzP2Y	spoon+	shine UP[NLBP]
KKDiU_Fjb5g	Wadey Nara VS Genki rockets	C'EST EN TOI (heavenly star)[SCALE 1.33][NLBP]
syLz1rcTKD8	Wednesday's Campanella	Jeanne d'Arc[NLBP]
zlK5abIJRyM	WORLD ORDER	2012[NLBP]
MMSjOVkkQiE	WORLD ORDER	AQUARIUS[SCALE 1.33][NLBP]
iQ4AeAFdlSM	WORLD ORDER	BIG BROTHER[NLBP]
35hCo_grAqw	WORLD ORDER	BOY MEETS GIRL[NLBP]
wuvoCVCAX9k	WORLD ORDER	CHANGE YOUR LIFE[NLBP]
-hm8QfWwq7U	WORLD ORDER	FIND THE LIGHT IN THAILAND[NLBP]
_mkiGMtbrPM	WORLD ORDER	HAVE A NICE DAY[NLBP]
Tblx00nIZB0	WORLD ORDER	IMPERIALISM[NLBP]
aSqwmZH33CQ	WORLD ORDER	INFORMAL EMPIRE[NLBP]
wkwTPPDNawA	WORLD ORDER	LAST DANCE[NLBP]
FMrqlo_L-gY	WORLD ORDER	Let's start WW3[NLBP]
r-qhj3sJ5qs	WORLD ORDER	MACHINE CIVILIZATION[NLBP]
4ua64HbsBUo	WORLD ORDER	Mind Shift[NLBP]
QoNx1P6nMoU	WORLD ORDER	MISSING BEAUTY[NLBP]
0vXbK3g7cM8	WORLD ORDER	MULTIPOLARITY[NLBP]
xwg2Hpf4ta8	WORLD ORDER	PERMANENT REVOLUTION[NLBP]
N9JtUC8hl8o	WORLD ORDER	QUIET HAPPINESS[NLBP]
kl_kyhwCDtY	WORLD ORDER	SINGULARITY[NLBP]
vH0pSHZOsTk	WORLD ORDER	THE NEXT PHASE[NLBP]
mCdoCFI-ILg	WORLD ORDER	THIS IS LIFE[NLBP]
IDAlZ7PDMDU	WORLD ORDER	Welcome to TOKYO[NLBP]
nDOPNLzEFH0	WORLD ORDER	WORLD ORDER A NEW YORK[NLBP]
JV3eoboDv2g	Yasutaka Nakata feat. Charli XCX & Kyary Pamyu Pamyu	Crazy Crazy[NLBP]
BZbmbITB54M	ZETTAI × BREAK !!	Twinkle Rhythm[NLTP]
n4Y6n7HIwqw	Camellia Factory	"Trolls: Sing Dance Hug!" Ending Song[NLBP]
P--IjSQfhlE	Camellia Factory	“The myth of 3rd date”[NLTP]
kTCgEAmrmh4	Camellia Factory	A Spring Love Song[NLTP]
WlFZP6_E5Ak	Camellia Factory	Blossom With Elegance![NLTP]
jM3gyGYdCKg	Camellia Factory	Country Girls[NLTP]
slXI0APjhyY	Camellia Factory	First Love Sunrise[NLTP]
yP9adC2yB5U	Camellia Factory	I Need You ~The Ferris Wheel in the Night Sky~[NLTP]
zLpHLcsSIik	Camellia Factory	Job hunting sensation[NLTP]
v4SCOUBKuOc	Camellia Factory	Junjou cm[NLTP]
fuX3wt_JyHg	Camellia Factory	Just Try![NLTP]
_tnzf00cGDo	Camellia Factory	Keeping You All to Myself[NLTP]
KYRnRFD3EY8	Camellia Factory	Low Temperature Burn[NLTP]
64evz2g7SWo	Camellia Factory	Onadate, I’dliketoshoweratleasttwiceandgo[NLTP]
E8Y7QBhU6Co	Camellia Factory	Only for tonight, I wanted to be playful[NLTP]
EtlNSncRMjk	Camellia Factory	Smile[NLTP]
WbQdpVPT-VQ	Camellia Factory	Softly, the clock of love.[NLTP]
vSxfMVMk8dQ	Camellia Factory	The Cabbage Statement ~ Spring Version[NLTP]
_jAi4vCmFR8	Camellia Factory	The Flower Pattern[NLTP]
rt6WWKYNDMI	Camellia Factory	The Magnificent Camellia[NLTP]
Mo6IhS3nAK8	Magnolia Factory	A song of ramen loving girl Ms.Koizumi[NLTP]
960j3j-XR4g	Magnolia Factory	Be Double Sure (with ”NEN” Ver.)[NLTP]
s2XR65k3ptc	Magnolia Factory	Cherry Blossom Night Fever[NLTP]
mh7kpsslCPQ	Magnolia Factory	Dosukoi! Humble but Bold[NLTP]
GPFwLgz_Tz4	Magnolia Factory	Foolishly Honest! Impulsive Actions![NLTP]
cRmOd0a1TAw	Magnolia Factory	Haru Urara Beautiful Spring[NLTP]
UtjqUqT_uiQ	Magnolia Factory	Hey Youth, Come At Me![NLTP]
bn_2v0XaON0	Magnolia Factory	I must be…[NLTP]
PaEO76PJoyM	Magnolia Factory	I’m such a popular kid[NLTP]
HqCDuKgukB4	Magnolia Factory	Let it be a fine day tomorrow[NLTP]
Sw2lygzl0hU	Magnolia Factory	Oh No The Torment[NLTP]
sRnDU6GQpvk	Magnolia Factory	Osu! Soul of Kobushi[NLTP]
iw8r6jjtc2Y	Magnolia Factory	Samba! Kobushi Janeiro[NLTP]
